,word,tf,abstract,url,date
19921,work,1.0,"As it prepares to list shares on the Nasdaq, the fast-growing online marketplace has been hit by a complaint that it allows sales of knockoff diapers.",https://www.nytimes.com/2018/07/20/technology/pinduoduo-china-shopping-nasdaq-ipo.html,2018-07-20
19944,technology,1.0,"As it prepares to list shares on the Nasdaq, the fast-growing online marketplace has been hit by a complaint that it allows sales of knockoff diapers.",https://www.nytimes.com/2018/07/20/technology/pinduoduo-china-shopping-nasdaq-ipo.html,2018-07-20
19956,pain,1.0,"As it prepares to list shares on the Nasdaq, the fast-growing online marketplace has been hit by a complaint that it allows sales of knockoff diapers.",https://www.nytimes.com/2018/07/20/technology/pinduoduo-china-shopping-nasdaq-ipo.html,2018-07-20
19961,negative_emotion,1.0,"As it prepares to list shares on the Nasdaq, the fast-growing online marketplace has been hit by a complaint that it allows sales of knockoff diapers.",https://www.nytimes.com/2018/07/20/technology/pinduoduo-china-shopping-nasdaq-ipo.html,2018-07-20
19963,messaging,1.0,"As it prepares to list shares on the Nasdaq, the fast-growing online marketplace has been hit by a complaint that it allows sales of knockoff diapers.",https://www.nytimes.com/2018/07/20/technology/pinduoduo-china-shopping-nasdaq-ipo.html,2018-07-20
19978,writing,1.0,"As it prepares to list shares on the Nasdaq, the fast-growing online marketplace has been hit by a complaint that it allows sales of knockoff diapers.",https://www.nytimes.com/2018/07/20/technology/pinduoduo-china-shopping-nasdaq-ipo.html,2018-07-20
20176,help,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20180,wedding,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20181,domestic_work,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20191,family,2.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20205,leisure,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20227,optimism,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20230,home,2.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20248,leader,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20263,celebration,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20308,science,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20338,party,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20361,children,2.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20364,giving,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20368,positive_emotion,1.0,"Kenerly Alvarez, 4, has Down syndrome, and her father is disabled, but the Manhattan family is making progress with the assistance of a center that helps children with developmental delays.",https://www.nytimes.com/2016/11/24/nyregion/neediest-cases-jose-alvarez.html,2016-11-24
20424,home,1.0,The magazine’s Ethicist on speaking up for a member of the household — when it’s a pet.,https://www.nytimes.com/2022/09/13/magazine/pet-roommate-ethics.html,2022-09-13
20442,leader,1.0,The magazine’s Ethicist on speaking up for a member of the household — when it’s a pet.,https://www.nytimes.com/2022/09/13/magazine/pet-roommate-ethics.html,2022-09-13
20468,communication,1.0,The magazine’s Ethicist on speaking up for a member of the household — when it’s a pet.,https://www.nytimes.com/2022/09/13/magazine/pet-roommate-ethics.html,2022-09-13
20469,hearing,1.0,The magazine’s Ethicist on speaking up for a member of the household — when it’s a pet.,https://www.nytimes.com/2022/09/13/magazine/pet-roommate-ethics.html,2022-09-13
20489,speaking,1.0,The magazine’s Ethicist on speaking up for a member of the household — when it’s a pet.,https://www.nytimes.com/2022/09/13/magazine/pet-roommate-ethics.html,2022-09-13
20555,children,1.0,The magazine’s Ethicist on speaking up for a member of the household — when it’s a pet.,https://www.nytimes.com/2022/09/13/magazine/pet-roommate-ethics.html,2022-09-13
20600,magic,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20619,divine,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20623,superhero,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20648,healing,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20649,legend,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20668,anonymity,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20691,gain,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20708,fashion,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20717,clothing,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20719,strength,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20723,power,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20756,positive_emotion,1.0,Is freedom the ability to replace the power suit with a onesie? Plus other questions of gender and identity at Margiela.,https://www.nytimes.com/2019/02/27/fashion/dior-saint-laurent-maison-margiela-paris.html,2019-02-27
20762,wedding,1.0,"Amazon.com plans to announce Monday that it will acquire Quidsi, the e-commerce company that runs Diapers.com, for about $540 million, The New York Times reports.",https://dealbook.nytimes.com/2010/11/08/amazon-to-announce-deal-for-parent-of-diapers-com/,2010-11-08
20818,business,1.0,"Amazon.com plans to announce Monday that it will acquire Quidsi, the e-commerce company that runs Diapers.com, for about $540 million, The New York Times reports.",https://dealbook.nytimes.com/2010/11/08/amazon-to-announce-deal-for-parent-of-diapers-com/,2010-11-08
20875,meeting,1.0,"Amazon.com plans to announce Monday that it will acquire Quidsi, the e-commerce company that runs Diapers.com, for about $540 million, The New York Times reports.",https://dealbook.nytimes.com/2010/11/08/amazon-to-announce-deal-for-parent-of-diapers-com/,2010-11-08
20877,speaking,1.0,"Amazon.com plans to announce Monday that it will acquire Quidsi, the e-commerce company that runs Diapers.com, for about $540 million, The New York Times reports.",https://dealbook.nytimes.com/2010/11/08/amazon-to-announce-deal-for-parent-of-diapers-com/,2010-11-08
20885,gain,1.0,"Amazon.com plans to announce Monday that it will acquire Quidsi, the e-commerce company that runs Diapers.com, for about $540 million, The New York Times reports.",https://dealbook.nytimes.com/2010/11/08/amazon-to-announce-deal-for-parent-of-diapers-com/,2010-11-08
20956,wedding,1.0,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",https://www.nytimes.com/2010/04/09/world/europe/09britain.html,2010-04-08
20957,domestic_work,1.0,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",https://www.nytimes.com/2010/04/09/world/europe/09britain.html,2010-04-08
20967,family,1.0,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",https://www.nytimes.com/2010/04/09/world/europe/09britain.html,2010-04-08
20981,leisure,1.0,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",https://www.nytimes.com/2010/04/09/world/europe/09britain.html,2010-04-08
21006,home,1.0,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",https://www.nytimes.com/2010/04/09/world/europe/09britain.html,2010-04-08
21039,celebration,1.0,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",https://www.nytimes.com/2010/04/09/world/europe/09britain.html,2010-04-08
21114,party,1.0,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",https://www.nytimes.com/2010/04/09/world/europe/09britain.html,2010-04-08
21137,children,1.0,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",https://www.nytimes.com/2010/04/09/world/europe/09britain.html,2010-04-08
21144,positive_emotion,1.0,"The leaders of Britain’s main political parties have relentlessly presented themselves as diaper-changing, maternity-leave-supporting, dinner-cooking family men.",https://www.nytimes.com/2010/04/09/world/europe/09britain.html,2010-04-08
21152,sleep,1.0,"“I mean, he cut his approval rating in half in three months,” Fallon joked on Tuesday.",https://www.nytimes.com/2021/11/03/arts/television/jimmy-fallon-joe-biden-approval-ratings.html,2021-11-03
21235,violence,1.0,"“I mean, he cut his approval rating in half in three months,” Fallon joked on Tuesday.",https://www.nytimes.com/2021/11/03/arts/television/jimmy-fallon-joe-biden-approval-ratings.html,2021-11-03
21275,injury,1.0,"“I mean, he cut his approval rating in half in three months,” Fallon joked on Tuesday.",https://www.nytimes.com/2021/11/03/arts/television/jimmy-fallon-joe-biden-approval-ratings.html,2021-11-03
21303,breaking,1.0,"“I mean, he cut his approval rating in half in three months,” Fallon joked on Tuesday.",https://www.nytimes.com/2021/11/03/arts/television/jimmy-fallon-joe-biden-approval-ratings.html,2021-11-03
21326,achievement,1.0,"“I mean, he cut his approval rating in half in three months,” Fallon joked on Tuesday.",https://www.nytimes.com/2021/11/03/arts/television/jimmy-fallon-joe-biden-approval-ratings.html,2021-11-03
21340,help,1.0,Get the right equipment. Line up temporary sitters just in case.,https://www.nytimes.com/2016/01/17/magazine/how-to-take-your-baby-to-work.html,2016-01-15
21582,play,1.0,"Don’t rush your toddler into using the toilet before he’s ready. The process takes patience, preparation and praise.",https://www.nytimes.com/article/potty-training-guide.html,2020-04-16
21597,childish,1.0,"Don’t rush your toddler into using the toilet before he’s ready. The process takes patience, preparation and praise.",https://www.nytimes.com/article/potty-training-guide.html,2020-04-16
21621,celebration,1.0,"Don’t rush your toddler into using the toilet before he’s ready. The process takes patience, preparation and praise.",https://www.nytimes.com/article/potty-training-guide.html,2020-04-16
21636,hygiene,1.0,"Don’t rush your toddler into using the toilet before he’s ready. The process takes patience, preparation and praise.",https://www.nytimes.com/article/potty-training-guide.html,2020-04-16
21649,toy,1.0,"Don’t rush your toddler into using the toilet before he’s ready. The process takes patience, preparation and praise.",https://www.nytimes.com/article/potty-training-guide.html,2020-04-16
21671,youth,1.0,"Don’t rush your toddler into using the toilet before he’s ready. The process takes patience, preparation and praise.",https://www.nytimes.com/article/potty-training-guide.html,2020-04-16
21719,children,1.0,"Don’t rush your toddler into using the toilet before he’s ready. The process takes patience, preparation and praise.",https://www.nytimes.com/article/potty-training-guide.html,2020-04-16
21743,family,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21745,crime,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21748,prison,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21753,government,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21780,stealing,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21782,home,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21783,divine,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21835,deception,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21862,appearance,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21905,law,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21911,feminine,1.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21913,children,2.0,"Erika Murray, the 31-year-old woman who the authorities believe is the mother of the children, has been ordered held without bail.",https://www.nytimes.com/2014/09/13/us/bodies-of-infants-found-in-massachusetts-home.html,2014-09-12
21924,dance,2.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
21925,money,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
21926,wedding,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
21976,home,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
21982,business,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
21988,religion,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
21993,worship,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
22034,music,2.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
22049,gain,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
22057,valuable,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
22071,economics,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
22094,negotiate,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
22115,musical,1.0,"To continue touring, a rock band profiled in Auto Ego in The Times recently had to abandon its long-suffering church van and trade up to a Dodge Sprinter.",https://wheels.blogs.nytimes.com/2011/03/15/church-van-no-longer-with-the-band/,2011-03-15
22222,ancient,2.0,How old is too old to use the bushes as a bathroom?,https://parenting.blogs.nytimes.com/2010/11/23/using-public-spaces-as-a-potty/,2010-11-23
22345,school,1.0,"Menstrual products are subject to sales taxes in 35 states, and lawmakers’ efforts to exempt them have foundered. Now supporters of ‘menstrual equity’ are considering legal action.",https://www.nytimes.com/2019/07/12/us/tampon-tax.html,2019-07-12
22442,science,1.0,"Menstrual products are subject to sales taxes in 35 states, and lawmakers’ efforts to exempt them have foundered. Now supporters of ‘menstrual equity’ are considering legal action.",https://www.nytimes.com/2019/07/12/us/tampon-tax.html,2019-07-12
22487,law,2.0,"Menstrual products are subject to sales taxes in 35 states, and lawmakers’ efforts to exempt them have foundered. Now supporters of ‘menstrual equity’ are considering legal action.",https://www.nytimes.com/2019/07/12/us/tampon-tax.html,2019-07-12
22504,help,1.0,A carefully plotted parental playbook can help with meltdowns and maladies.,https://www.nytimes.com/2017/08/09/travel/long-flights-tips-travel-children.html,2017-08-09
22751,real_estate,1.0,Congress to look at telecommunications and Sarah Ferguson hopes to still sell children’s books in today’s media coverage.,https://mediadecoder.blogs.nytimes.com/2010/05/25/speed-read-for-tuesday-may-25/,2010-05-25
22758,business,1.0,Congress to look at telecommunications and Sarah Ferguson hopes to still sell children’s books in today’s media coverage.,https://mediadecoder.blogs.nytimes.com/2010/05/25/speed-read-for-tuesday-may-25/,2010-05-25
22820,shopping,1.0,Congress to look at telecommunications and Sarah Ferguson hopes to still sell children’s books in today’s media coverage.,https://mediadecoder.blogs.nytimes.com/2010/05/25/speed-read-for-tuesday-may-25/,2010-05-25
22833,valuable,1.0,Congress to look at telecommunications and Sarah Ferguson hopes to still sell children’s books in today’s media coverage.,https://mediadecoder.blogs.nytimes.com/2010/05/25/speed-read-for-tuesday-may-25/,2010-05-25
22847,economics,1.0,Congress to look at telecommunications and Sarah Ferguson hopes to still sell children’s books in today’s media coverage.,https://mediadecoder.blogs.nytimes.com/2010/05/25/speed-read-for-tuesday-may-25/,2010-05-25
22870,negotiate,1.0,Congress to look at telecommunications and Sarah Ferguson hopes to still sell children’s books in today’s media coverage.,https://mediadecoder.blogs.nytimes.com/2010/05/25/speed-read-for-tuesday-may-25/,2010-05-25
22952,business,1.0,Volkswagen is just one recent example of a company that has promoted its environmental credentials with claims that are exaggerated or just made up.,https://www.nytimes.com/2015/10/18/business/energy-environment/social-responsibility-that-rubs-right-off.html,2015-10-17
23089,money,1.0,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.",https://cityroom.blogs.nytimes.com/2011/12/08/nicks-discount-stor/,2011-12-08
23148,pet,1.0,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.",https://cityroom.blogs.nytimes.com/2011/12/08/nicks-discount-stor/,2011-12-08
23161,body,1.0,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.",https://cityroom.blogs.nytimes.com/2011/12/08/nicks-discount-stor/,2011-12-08
23174,restaurant,1.0,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.",https://cityroom.blogs.nytimes.com/2011/12/08/nicks-discount-stor/,2011-12-08
23208,shopping,1.0,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.",https://cityroom.blogs.nytimes.com/2011/12/08/nicks-discount-stor/,2011-12-08
23221,valuable,1.0,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.",https://cityroom.blogs.nytimes.com/2011/12/08/nicks-discount-stor/,2011-12-08
23247,animal,1.0,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.",https://cityroom.blogs.nytimes.com/2011/12/08/nicks-discount-stor/,2011-12-08
23253,plant,1.0,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.",https://cityroom.blogs.nytimes.com/2011/12/08/nicks-discount-stor/,2011-12-08
23280,help,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23284,wedding,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23285,domestic_work,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23295,family,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23309,leisure,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23321,social_media,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23334,home,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23367,celebration,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23380,order,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23385,trust,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23433,clothing,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23442,party,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23450,timidity,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23458,friends,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23465,children,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23468,giving,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23472,positive_emotion,1.0,"Another baby, another request for friends and family to give a gift. Mothers uncomfortable with that are being given smaller, more casual parties where the gifts are also more modest.",https://www.nytimes.com/2012/12/09/fashion/celebrating-a-new-baby-but-modestly.html,2012-12-08
23516,exercise,1.0,Tips for dog owners on training and preparing their pets for life in a co-op.,https://www.nytimes.com/2017/07/07/realestate/interview-prep-for-dogs.html,2017-07-07
23536,pet,1.0,Tips for dog owners on training and preparing their pets for life in a co-op.,https://www.nytimes.com/2017/07/07/realestate/interview-prep-for-dogs.html,2017-07-07
23557,death,1.0,Tips for dog owners on training and preparing their pets for life in a co-op.,https://www.nytimes.com/2017/07/07/realestate/interview-prep-for-dogs.html,2017-07-07
23566,military,1.0,Tips for dog owners on training and preparing their pets for life in a co-op.,https://www.nytimes.com/2017/07/07/realestate/interview-prep-for-dogs.html,2017-07-07
23584,fight,1.0,Tips for dog owners on training and preparing their pets for life in a co-op.,https://www.nytimes.com/2017/07/07/realestate/interview-prep-for-dogs.html,2017-07-07
